TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
1591173,2018-09-14 00:01:33,1500,8459,12.39,14342493,166,0,0
1591174,2018-09-14 00:01:37,205,7737,100.89,14342497,166,0,0
1591175,2018-09-14 00:02:49,4700,6139,71.44,14342569,166,0,0
1591176,2018-09-14 00:03:12,4443,9446,11.77,14342592,166,0,0
1591177,2018-09-14 00:03:53,3480,8487,31.08,14342633,166,0,0
1591178,2018-09-14 00:05:17,2915,309,25.78,14342717,166,0,0
1591179,2018-09-14 00:07:45,180,7521,9.06,14342865,166,0,0
1591180,2018-09-14 00:08:11,1264,7512,46.76,14342891,166,0,0
1591181,2018-09-14 00:10:12,4100,5159,44.94,14343012,166,0,0
1591182,2018-09-14 00:10:17,1719,3609,8.82,14343017,166,0,0
1591183,2018-09-14 00:10:26,3582,9087,1.53,14343026,166,0,0
1591184,2018-09-14 00:10:32,2480,2489,32.55,14343032,166,0,0
1591185,2018-09-14 00:11:22,419,9267,12.72,14343082,166,0,0
1591186,2018-09-14 00:13:35,105,1514,57.2,14343215,166,0,0
1591187,2018-09-14 00:13:36,3395,9704,15.73,14343216,166,0,0
1591188,2018-09-14 00:14:07,653,8840,61.28,14343247,166,0,0
1591189,2018-09-14 00:14:24,3254,7619,112.47,14343264,166,0,0
1591190,2018-09-14 00:16:30,1094,1044,75.55,14343390,166,0,0
1591191,2018-09-14 00:16:32,3984,2473,90.88,14343392,166,0,0
1591192,2018-09-14 00:17:06,3498,3845,68.21,14343426,166,0,0
1591193,2018-09-14 00:17:40,3371,7690,84.42,14343460,166,0,0
1591194,2018-09-14 00:17:48,3023,6994,144.16,14343468,166,0,0
1591195,2018-09-14 00:18:12,824,9064,44.9,14343492,166,0,0
1591196,2018-09-14 00:19:01,2466,9481,79.03,14343541,166,0,0
1591197,2018-09-14 00:19:55,1979,5731,97.4,14343595,166,0,0
1591198,2018-09-14 00:20:45,3014,1116,8.3,14343645,166,0,0
1591199,2018-09-14 00:21:44,1624,6911,57.5,14343704,166,0,0
1591200,2018-09-14 00:22:44,2406,8297,37.16,14343764,166,0,0
1591201,2018-09-14 00:23:19,1385,8991,50.1,14343799,166,0,0
1591202,2018-09-14 00:24:27,600,716,4.16,14343867,166,0,0
1591203,2018-09-14 00:25:30,2522,824,67.48,14343930,166,0,0
1591204,2018-09-14 00:25:35,832,5391,90.2,14343935,166,0,0
1591205,2018-09-14 00:25:51,4460,4450,43.66,14343951,166,0,0
1591206,2018-09-14 00:26:10,237,3300,26.69,14343970,166,0,0
1591207,2018-09-14 00:26:37,2415,9272,20.0,14343997,166,0,0
1591208,2018-09-14 00:27:21,2624,6557,87.44,14344041,166,0,0
1591209,2018-09-14 00:27:36,724,5059,14.24,14344056,166,0,0
1591210,2018-09-14 00:28:21,2210,6845,18.81,14344101,166,0,0
1591211,2018-09-14 00:29:15,755,3958,74.29,14344155,166,0,0
1591212,2018-09-14 00:29:30,2090,2517,26.18,14344170,166,0,0
1591213,2018-09-14 00:31:15,2833,8149,15.31,14344275,166,0,0
1591214,2018-09-14 00:32:11,1198,8142,75.41,14344331,166,0,0
1591215,2018-09-14 00:34:01,2879,2347,5.87,14344441,166,0,0
1591216,2018-09-14 00:34:18,3885,3131,17.01,14344458,166,0,0
1591217,2018-09-14 00:35:03,4864,8316,40.08,14344503,166,0,0
1591218,2018-09-14 00:37:16,1648,8272,100.17,14344636,166,0,0
1591219,2018-09-14 00:39:37,3385,6201,4.7,14344777,166,0,0
1591220,2018-09-14 00:40:02,2722,408,98.57,14344802,166,0,0
1591221,2018-09-14 00:41:01,888,6372,38.07,14344861,166,0,0
1591222,2018-09-14 00:41:15,2491,2457,35.06,14344875,166,0,0
1591223,2018-09-14 00:41:16,2834,9697,201.95,14344876,166,0,0
1591224,2018-09-14 00:41:20,597,1062,69.64,14344880,166,0,0
1591225,2018-09-14 00:41:33,676,6782,39.94,14344893,166,0,0
1591226,2018-09-14 00:41:39,621,4606,68.36,14344899,166,0,0
1591227,2018-09-14 00:42:37,4160,406,95.53,14344957,166,0,0
1591228,2018-09-14 00:42:57,3251,9431,62.7,14344977,166,0,0
1591229,2018-09-14 00:43:53,3956,9521,61.51,14345033,166,0,0
1591230,2018-09-14 00:44:03,3161,2267,6.62,14345043,166,0,0
1591231,2018-09-14 00:44:28,3717,2910,76.46,14345068,166,0,0
1591232,2018-09-14 00:45:26,3164,1974,103.12,14345126,166,0,0
1591233,2018-09-14 00:45:35,1564,3877,68.01,14345135,166,0,0
1591234,2018-09-14 00:45:37,2113,9968,10.9,14345137,166,0,0
1591235,2018-09-14 00:45:43,1328,2663,157.79,14345143,166,0,0
1591236,2018-09-14 00:46:08,4412,775,40.55,14345168,166,0,0
