TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
738456,2018-06-17 00:00:51,4122,9421,81.58,6652851,77,0,0
738457,2018-06-17 00:02:02,4797,5226,1.92,6652922,77,0,0
738458,2018-06-17 00:04:44,1218,7460,30.73,6653084,77,0,0
738459,2018-06-17 00:05:39,723,8137,51.7,6653139,77,0,0
738460,2018-06-17 00:05:57,2928,8043,23.25,6653157,77,0,0
738461,2018-06-17 00:06:10,1319,6527,82.7,6653170,77,0,0
738462,2018-06-17 00:06:19,4134,4645,86.06,6653179,77,0,0
738463,2018-06-17 00:07:19,4032,5880,65.59,6653239,77,0,0
738464,2018-06-17 00:07:43,3465,7733,50.23,6653263,77,0,0
738465,2018-06-17 00:07:52,3473,2945,49.03,6653272,77,0,0
738466,2018-06-17 00:08:08,1336,6481,36.24,6653288,77,0,0
738467,2018-06-17 00:08:28,1113,8227,22.76,6653308,77,0,0
738468,2018-06-17 00:08:45,3539,8374,45.64,6653325,77,0,0
738469,2018-06-17 00:08:50,1239,8152,171.61,6653330,77,0,0
738470,2018-06-17 00:09:58,3197,6231,45.57,6653398,77,0,0
738471,2018-06-17 00:10:03,3699,1387,22.82,6653403,77,0,0
738472,2018-06-17 00:10:21,2743,4054,47.36,6653421,77,0,0
738473,2018-06-17 00:11:33,855,7240,109.34,6653493,77,0,0
738474,2018-06-17 00:11:34,4168,500,49.91,6653494,77,0,0
738475,2018-06-17 00:12:41,4179,5576,17.17,6653561,77,0,0
738476,2018-06-17 00:13:01,3541,3302,29.48,6653581,77,0,0
738477,2018-06-17 00:13:40,3093,5832,61.96,6653620,77,0,0
738478,2018-06-17 00:14:24,2340,6288,38.86,6653664,77,0,0
738479,2018-06-17 00:16:55,3666,2210,53.96,6653815,77,0,0
738480,2018-06-17 00:18:37,2793,2607,157.26,6653917,77,0,0
738481,2018-06-17 00:19:05,4783,7141,87.86,6653945,77,0,0
738482,2018-06-17 00:19:36,332,320,28.0,6653976,77,0,0
738483,2018-06-17 00:19:44,666,6960,78.43,6653984,77,0,0
738484,2018-06-17 00:21:22,2071,4052,56.04,6654082,77,0,0
738485,2018-06-17 00:22:12,1379,2682,45.75,6654132,77,0,0
738486,2018-06-17 00:22:16,3074,677,7.19,6654136,77,0,0
738487,2018-06-17 00:24:07,4055,3349,9.9,6654247,77,0,0
738488,2018-06-17 00:25:24,517,9611,20.67,6654324,77,0,0
738489,2018-06-17 00:25:52,483,7883,0.21,6654352,77,0,0
738490,2018-06-17 00:26:42,984,3723,19.24,6654402,77,0,0
738491,2018-06-17 00:29:09,1003,7381,27.42,6654549,77,0,0
738492,2018-06-17 00:30:40,3427,5244,8.47,6654640,77,0,0
738493,2018-06-17 00:30:54,4502,2366,61.58,6654654,77,0,0
738494,2018-06-17 00:31:00,763,2293,39.83,6654660,77,1,2
738495,2018-06-17 00:31:26,3158,7027,78.42,6654686,77,0,0
738496,2018-06-17 00:32:59,3923,9806,33.95,6654779,77,0,0
738497,2018-06-17 00:33:29,4237,8509,97.85,6654809,77,0,0
738498,2018-06-17 00:34:41,2013,3987,125.82,6654881,77,0,0
738499,2018-06-17 00:34:51,337,4461,31.01,6654891,77,0,0
738500,2018-06-17 00:34:52,4515,6188,128.13,6654892,77,0,0
738501,2018-06-17 00:35:18,2702,7368,50.53,6654918,77,0,0
738502,2018-06-17 00:35:48,648,4223,14.0,6654948,77,0,0
738503,2018-06-17 00:36:40,4075,8131,40.42,6655000,77,0,0
738504,2018-06-17 00:37:20,3433,1501,72.25,6655040,77,0,0
738505,2018-06-17 00:38:05,2370,746,72.31,6655085,77,0,0
738506,2018-06-17 00:38:36,139,5303,32.53,6655116,77,0,0
738507,2018-06-17 00:38:38,2695,9743,67.22,6655118,77,0,0
738508,2018-06-17 00:38:49,2771,6343,78.87,6655129,77,0,0
738509,2018-06-17 00:39:03,4841,8906,87.25,6655143,77,0,0
738510,2018-06-17 00:39:30,2123,6413,24.19,6655170,77,0,0
738511,2018-06-17 00:39:52,1765,3237,57.66,6655192,77,0,0
738512,2018-06-17 00:40:44,1171,3334,41.89,6655244,77,0,0
