TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
786347,2018-06-22 00:00:15,3847,1080,39.11,7084815,82,0,0
786348,2018-06-22 00:01:21,2266,9796,56.54,7084881,82,0,0
786349,2018-06-22 00:02:34,4512,5098,56.05,7084954,82,0,0
786350,2018-06-22 00:03:55,2699,4065,152.28,7085035,82,0,0
786351,2018-06-22 00:05:20,2167,1860,119.34,7085120,82,0,0
786352,2018-06-22 00:05:47,1026,9842,58.88,7085147,82,0,0
786353,2018-06-22 00:06:42,273,7826,18.55,7085202,82,0,0
786354,2018-06-22 00:06:48,4236,4786,18.73,7085208,82,0,0
786355,2018-06-22 00:07:17,4367,4189,63.21,7085237,82,0,0
786356,2018-06-22 00:08:04,4691,6399,60.69,7085284,82,0,0
786357,2018-06-22 00:08:14,1789,4788,8.7,7085294,82,0,0
786358,2018-06-22 00:09:16,1534,4927,62.88,7085356,82,0,0
786359,2018-06-22 00:10:51,3042,4273,107.3,7085451,82,0,0
786360,2018-06-22 00:12:02,3460,8259,19.94,7085522,82,0,0
786361,2018-06-22 00:13:39,4977,431,56.29,7085619,82,0,0
786362,2018-06-22 00:14:53,4784,2662,39.02,7085693,82,0,0
786363,2018-06-22 00:15:36,4219,9047,5.2,7085736,82,0,0
786364,2018-06-22 00:16:37,3449,5111,115.76,7085797,82,0,0
786365,2018-06-22 00:17:21,923,1964,67.04,7085841,82,0,0
786366,2018-06-22 00:17:44,325,4518,36.14,7085864,82,0,0
786367,2018-06-22 00:18:51,4548,3320,43.91,7085931,82,0,0
786368,2018-06-22 00:19:49,1318,3629,78.45,7085989,82,0,0
786369,2018-06-22 00:20:19,430,2342,21.38,7086019,82,0,0
786370,2018-06-22 00:23:13,662,9633,49.09,7086193,82,0,0
786371,2018-06-22 00:23:20,4748,4008,84.44,7086200,82,0,0
786372,2018-06-22 00:23:28,1330,3867,132.62,7086208,82,0,0
786373,2018-06-22 00:23:44,530,31,12.05,7086224,82,0,0
786374,2018-06-22 00:24:58,3431,9002,13.02,7086298,82,0,0
786375,2018-06-22 00:25:05,1037,6760,108.4,7086305,82,0,0
786376,2018-06-22 00:25:28,1590,7470,66.9,7086328,82,0,0
786377,2018-06-22 00:25:52,2175,7458,28.41,7086352,82,0,0
786378,2018-06-22 00:27:06,322,4607,65.46,7086426,82,0,0
786379,2018-06-22 00:28:54,2505,4957,28.09,7086534,82,0,0
786380,2018-06-22 00:30:09,684,180,20.2,7086609,82,0,0
786381,2018-06-22 00:31:07,2075,6455,46.93,7086667,82,0,0
786382,2018-06-22 00:31:42,413,2389,98.17,7086702,82,0,0
786383,2018-06-22 00:31:46,1188,491,63.87,7086706,82,0,0
786384,2018-06-22 00:32:13,1325,67,32.96,7086733,82,0,0
786385,2018-06-22 00:33:04,1864,2025,5.9,7086784,82,0,0
786386,2018-06-22 00:33:27,1938,3607,126.93,7086807,82,0,0
786387,2018-06-22 00:34:18,3392,8083,16.78,7086858,82,0,0
786388,2018-06-22 00:35:16,2169,697,60.42,7086916,82,0,0
786389,2018-06-22 00:35:19,1143,1188,106.16,7086919,82,0,0
786390,2018-06-22 00:35:59,3762,3244,141.42,7086959,82,0,0
786391,2018-06-22 00:36:08,297,5972,129.0,7086968,82,0,0
786392,2018-06-22 00:36:39,4041,4934,66.01,7086999,82,0,0
786393,2018-06-22 00:36:57,1176,7350,132.68,7087017,82,0,0
786394,2018-06-22 00:37:02,3496,8902,32.3,7087022,82,0,0
786395,2018-06-22 00:37:22,4557,6754,133.29,7087042,82,0,0
786396,2018-06-22 00:39:26,74,4216,89.36,7087166,82,0,0
786397,2018-06-22 00:39:32,510,9561,87.63,7087172,82,0,0
786398,2018-06-22 00:39:55,2577,9148,68.59,7087195,82,0,0
786399,2018-06-22 00:41:26,3280,3530,69.49,7087286,82,0,0
786400,2018-06-22 00:41:54,2553,6305,18.37,7087314,82,0,0
786401,2018-06-22 00:42:29,2130,3948,45.15,7087349,82,0,0
786402,2018-06-22 00:42:30,4869,3255,88.84,7087350,82,0,0
786403,2018-06-22 00:42:42,1487,602,33.52,7087362,82,0,0
786404,2018-06-22 00:43:05,3863,36,10.1,7087385,82,0,0
786405,2018-06-22 00:43:36,1656,2438,12.45,7087416,82,0,0
786406,2018-06-22 00:44:04,4515,115,114.37,7087444,82,0,0
786407,2018-06-22 00:44:20,4963,6034,7.4,7087460,82,0,0
786408,2018-06-22 00:44:22,3161,4096,40.53,7087462,82,0,0
786409,2018-06-22 00:45:15,158,2514,57.71,7087515,82,0,0
786410,2018-06-22 00:45:43,1669,1397,14.74,7087543,82,0,0
786411,2018-06-22 00:46:01,3343,2019,58.13,7087561,82,0,0
786412,2018-06-22 00:46:02,4994,9827,75.83,7087562,82,0,0
786413,2018-06-22 00:46:53,1900,1415,64.42,7087613,82,0,0
786414,2018-06-22 00:47:04,2333,7035,284.25,7087624,82,1,3
786415,2018-06-22 00:47:05,370,4369,9.61,7087625,82,0,0
786416,2018-06-22 00:48:25,4069,6135,71.14,7087705,82,0,0
786417,2018-06-22 00:48:30,2183,4808,78.0,7087710,82,0,0
786418,2018-06-22 00:48:56,4187,2819,32.27,7087736,82,0,0
786419,2018-06-22 00:49:21,1908,7800,49.46,7087761,82,0,0
786420,2018-06-22 00:50:09,1883,7403,33.05,7087809,82,0,0
786421,2018-06-22 00:50:27,1306,5892,69.55,7087827,82,0,0
786422,2018-06-22 00:50:56,1595,2904,36.14,7087856,82,0,0
786423,2018-06-22 00:51:07,3319,1081,46.18,7087867,82,0,0
786424,2018-06-22 00:51:10,3678,5889,44.65,7087870,82,1,3
786425,2018-06-22 00:51:39,3317,6282,9.76,7087899,82,0,0
786426,2018-06-22 00:53:19,666,1747,90.81,7087999,82,0,0
786427,2018-06-22 00:53:38,4868,8355,29.54,7088018,82,0,0
786428,2018-06-22 00:53:48,4126,3481,97.42,7088028,82,0,0
786429,2018-06-22 00:55:17,4671,795,112.53,7088117,82,0,0
786430,2018-06-22 00:56:20,4922,7831,122.89,7088180,82,0,0
786431,2018-06-22 00:56:45,4568,528,28.59,7088205,82,0,0
786432,2018-06-22 00:56:49,3158,8951,55.12,7088209,82,0,0
786433,2018-06-22 00:57:33,3540,1879,88.08,7088253,82,0,0
786434,2018-06-22 00:58:01,2035,996,164.08,7088281,82,0,0
786435,2018-06-22 00:58:21,4291,6455,72.94,7088301,82,0,0
786436,2018-06-22 00:58:38,2669,1082,29.07,7088318,82,0,0
786437,2018-06-22 00:59:23,81,9256,101.45,7088363,82,0,0
786438,2018-06-22 01:01:13,370,9885,1.6,7088473,82,0,0
786439,2018-06-22 01:01:19,4132,221,57.5,7088479,82,0,0
786440,2018-06-22 01:02:14,3083,2943,43.62,7088534,82,0,0
786441,2018-06-22 01:02:49,1460,8924,124.56,7088569,82,0,0
786442,2018-06-22 01:03:17,1549,1723,9.43,7088597,82,0,0
786443,2018-06-22 01:03:20,104,1962,10.64,7088600,82,0,0
786444,2018-06-22 01:03:21,267,3226,2.83,7088601,82,0,0
786445,2018-06-22 01:03:43,3815,885,46.51,7088623,82,0,0
786446,2018-06-22 01:05:43,2200,5221,26.51,7088743,82,0,0
786447,2018-06-22 01:06:13,2333,4025,342.25,7088773,82,1,3
786448,2018-06-22 01:06:14,3376,1589,82.42,7088774,82,0,0
786449,2018-06-22 01:06:55,4288,8069,75.65,7088815,82,0,0
786450,2018-06-22 01:08:42,3179,4501,47.41,7088922,82,0,0
786451,2018-06-22 01:10:59,4106,699,102.95,7089059,82,0,0
786452,2018-06-22 01:11:07,4477,5302,122.73,7089067,82,0,0
786453,2018-06-22 01:12:33,3231,8980,14.23,7089153,82,0,0
786454,2018-06-22 01:12:58,2213,9985,94.84,7089178,82,0,0
786455,2018-06-22 01:13:53,3567,3585,38.72,7089233,82,0,0
786456,2018-06-22 01:13:55,2780,8105,36.45,7089235,82,0,0
786457,2018-06-22 01:14:08,3837,9010,64.17,7089248,82,0,0
786458,2018-06-22 01:14:09,2608,4871,36.65,7089249,82,0,0
786459,2018-06-22 01:14:32,4464,3796,82.73,7089272,82,0,0
786460,2018-06-22 01:14:38,3603,5232,85.71,7089278,82,0,0
786461,2018-06-22 01:15:05,2387,5578,132.04,7089305,82,0,0
786462,2018-06-22 01:15:07,3798,5866,27.22,7089307,82,0,0
786463,2018-06-22 01:15:23,2413,2273,64.12,7089323,82,0,0
786464,2018-06-22 01:15:45,1127,6505,95.16,7089345,82,0,0
786465,2018-06-22 01:16:56,2331,7745,32.79,7089416,82,0,0
786466,2018-06-22 01:17:59,1413,4812,24.69,7089479,82,0,0
786467,2018-06-22 01:18:17,3213,6812,31.44,7089497,82,0,0
786468,2018-06-22 01:19:36,1446,8030,58.61,7089576,82,0,0
786469,2018-06-22 01:19:48,4935,6247,12.68,7089588,82,0,0
786470,2018-06-22 01:19:57,4057,4110,26.12,7089597,82,0,0
786471,2018-06-22 01:20:21,1272,9092,8.97,7089621,82,0,0
786472,2018-06-22 01:20:34,2932,4827,73.98,7089634,82,0,0
786473,2018-06-22 01:20:58,2683,250,28.17,7089658,82,0,0
786474,2018-06-22 01:21:46,1953,6650,61.55,7089706,82,0,0
