TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
259080,2018-04-28 00:00:10,69,8343,44.11,2332810,27,0,0
259081,2018-04-28 00:01:39,3822,9891,118.49,2332899,27,0,0
259082,2018-04-28 00:01:39,4179,488,67.55,2332899,27,0,0
259083,2018-04-28 00:03:45,2877,7789,81.15,2333025,27,0,0
259084,2018-04-28 00:04:57,2365,124,150.32,2333097,27,0,0
259085,2018-04-28 00:05:28,1393,8635,11.41,2333128,27,0,0
259086,2018-04-28 00:05:55,266,6964,14.93,2333155,27,0,0
259087,2018-04-28 00:05:58,3492,2308,6.96,2333158,27,0,0
259088,2018-04-28 00:06:12,1881,5589,35.66,2333172,27,0,0
259089,2018-04-28 00:06:29,4040,520,17.85,2333189,27,0,0
259090,2018-04-28 00:07:32,4788,419,30.8,2333252,27,0,0
259091,2018-04-28 00:08:20,2430,3113,103.95,2333300,27,0,0
259092,2018-04-28 00:08:38,1620,8068,153.62,2333318,27,0,0
259093,2018-04-28 00:09:25,4729,2788,60.46,2333365,27,0,0
259094,2018-04-28 00:10:39,2254,7780,35.9,2333439,27,0,0
259095,2018-04-28 00:11:04,2785,7276,22.63,2333464,27,0,0
259096,2018-04-28 00:11:12,2357,6825,4.65,2333472,27,0,0
259097,2018-04-28 00:13:38,388,2848,30.95,2333618,27,0,0
259098,2018-04-28 00:13:48,54,6843,30.05,2333628,27,0,0
259099,2018-04-28 00:15:45,3670,6768,41.98,2333745,27,0,0
259100,2018-04-28 00:15:53,2975,8217,67.22,2333753,27,0,0
259101,2018-04-28 00:17:02,3695,9869,17.3,2333822,27,0,0
259102,2018-04-28 00:18:36,4131,1079,49.09,2333916,27,0,0
259103,2018-04-28 00:19:03,1147,8099,29.62,2333943,27,0,0
259104,2018-04-28 00:19:26,4430,5958,46.18,2333966,27,0,0
259105,2018-04-28 00:20:15,1604,8570,122.36,2334015,27,0,0
259106,2018-04-28 00:20:24,2166,437,19.04,2334024,27,0,0
259107,2018-04-28 00:21:35,1751,3550,33.29,2334095,27,0,0
259108,2018-04-28 00:21:46,4062,7469,116.18,2334106,27,0,0
259109,2018-04-28 00:21:59,2459,8257,73.98,2334119,27,0,0
259110,2018-04-28 00:22:21,2765,9643,88.0,2334141,27,0,0
259111,2018-04-28 00:23:58,1059,8344,10.19,2334238,27,0,0
259112,2018-04-28 00:24:45,3305,3140,73.33,2334285,27,0,0
259113,2018-04-28 00:26:58,1999,8793,70.2,2334418,27,0,0
259114,2018-04-28 00:29:42,605,5302,43.03,2334582,27,0,0
259115,2018-04-28 00:29:47,523,7567,26.62,2334587,27,0,0
259116,2018-04-28 00:29:56,4701,8573,90.75,2334596,27,0,0
259117,2018-04-28 00:30:45,910,4973,72.2,2334645,27,0,0
259118,2018-04-28 00:33:51,2056,776,114.4,2334831,27,0,0
259119,2018-04-28 00:33:54,2693,3769,174.29,2334834,27,0,0
259120,2018-04-28 00:34:30,1013,3931,15.67,2334870,27,0,0
259121,2018-04-28 00:35:30,1668,2572,58.26,2334930,27,0,0
259122,2018-04-28 00:35:47,4067,9599,45.41,2334947,27,0,0
259123,2018-04-28 00:35:53,580,4143,78.94,2334953,27,0,0
259124,2018-04-28 00:36:03,3598,9266,4.6,2334963,27,0,0
259125,2018-04-28 00:37:25,2620,5582,44.94,2335045,27,0,0
259126,2018-04-28 00:37:48,3867,7499,22.17,2335068,27,0,0
259127,2018-04-28 00:38:27,1698,9577,23.26,2335107,27,0,0
259128,2018-04-28 00:38:32,3209,3640,44.06,2335112,27,0,0
259129,2018-04-28 00:38:39,279,2193,39.58,2335119,27,0,0
259130,2018-04-28 00:39:03,2684,4363,32.03,2335143,27,0,0
259131,2018-04-28 00:39:06,3960,7411,67.76,2335146,27,0,0
259132,2018-04-28 00:40:26,3158,6901,46.89,2335226,27,0,0
259133,2018-04-28 00:40:36,1867,3400,105.61,2335236,27,0,0
259134,2018-04-28 00:41:02,1411,9744,96.33,2335262,27,0,0
259135,2018-04-28 00:41:14,1282,9118,3.43,2335274,27,0,0
259136,2018-04-28 00:42:14,355,1285,26.97,2335334,27,0,0
259137,2018-04-28 00:42:40,1809,9140,81.03,2335360,27,0,0
259138,2018-04-28 00:44:08,4245,23,61.78,2335448,27,0,0
259139,2018-04-28 00:45:22,2318,9500,157.19,2335522,27,0,0
259140,2018-04-28 00:45:23,1096,3802,34.95,2335523,27,0,0
259141,2018-04-28 00:46:41,3060,2804,84.29,2335601,27,0,0
259142,2018-04-28 00:46:42,2480,9753,17.57,2335602,27,0,0
259143,2018-04-28 00:47:34,4134,2405,113.79,2335654,27,0,0
259144,2018-04-28 00:48:20,3302,7809,114.91,2335700,27,0,0
259145,2018-04-28 00:49:03,395,2423,97.15,2335743,27,0,0
259146,2018-04-28 00:49:42,1325,4463,2.57,2335782,27,0,0
259147,2018-04-28 00:49:48,1748,8497,59.65,2335788,27,0,0
259148,2018-04-28 00:50:31,4671,8385,28.36,2335831,27,0,0
259149,2018-04-28 00:50:52,760,9688,98.25,2335852,27,0,0
259150,2018-04-28 00:51:15,1510,2064,7.74,2335875,27,0,0
259151,2018-04-28 00:51:47,403,652,90.64,2335907,27,0,0
259152,2018-04-28 00:52:36,4404,9741,36.5,2335956,27,0,0
259153,2018-04-28 00:52:37,3176,4383,54.75,2335957,27,0,0
259154,2018-04-28 00:53:50,2580,8571,61.93,2336030,27,0,0
259155,2018-04-28 00:53:51,4733,2541,27.84,2336031,27,0,0
259156,2018-04-28 00:54:54,107,5551,37.52,2336094,27,0,0
259157,2018-04-28 00:55:06,4054,7180,6.1,2336106,27,0,0
259158,2018-04-28 00:55:31,4436,3751,123.9,2336131,27,0,0
259159,2018-04-28 00:55:37,3104,9313,13.59,2336137,27,0,0
259160,2018-04-28 00:55:42,3670,7981,19.03,2336142,27,0,0
259161,2018-04-28 00:56:18,3251,6720,26.14,2336178,27,0,0
259162,2018-04-28 00:56:50,4183,853,4.98,2336210,27,0,0
259163,2018-04-28 00:57:10,2034,1619,33.29,2336230,27,0,0
259164,2018-04-28 00:58:25,1939,5409,28.75,2336305,27,0,0
259165,2018-04-28 00:58:30,4544,128,48.63,2336310,27,0,0
259166,2018-04-28 00:59:34,199,8089,25.58,2336374,27,0,0
259167,2018-04-28 00:59:47,785,1362,12.28,2336387,27,0,0
259168,2018-04-28 01:00:41,4548,9255,145.88,2336441,27,0,0
259169,2018-04-28 01:00:47,112,4597,27.88,2336447,27,0,0
259170,2018-04-28 01:01:06,2818,8484,67.94,2336466,27,0,0
259171,2018-04-28 01:01:13,597,5166,77.15,2336473,27,0,0
259172,2018-04-28 01:01:30,2264,8042,25.63,2336490,27,0,0
259173,2018-04-28 01:02:05,3541,3504,19.24,2336525,27,0,0
259174,2018-04-28 01:03:01,2387,8546,125.19,2336581,27,0,0
259175,2018-04-28 01:03:37,1558,2574,79.95,2336617,27,0,0
259176,2018-04-28 01:04:20,3218,8865,86.43,2336660,27,0,0
259177,2018-04-28 01:04:40,4606,3617,18.96,2336680,27,0,0
259178,2018-04-28 01:05:52,1064,1642,105.11,2336752,27,0,0
259179,2018-04-28 01:06:09,2114,8485,48.21,2336769,27,0,0
259180,2018-04-28 01:06:39,1754,4228,27.47,2336799,27,0,0
259181,2018-04-28 01:06:51,389,4199,52.02,2336811,27,0,0
259182,2018-04-28 01:06:57,360,8401,49.23,2336817,27,0,0
259183,2018-04-28 01:07:27,2441,7670,36.89,2336847,27,0,0
259184,2018-04-28 01:08:13,3220,8615,40.93,2336893,27,0,0
259185,2018-04-28 01:08:29,4616,2948,32.13,2336909,27,0,0
259186,2018-04-28 01:08:37,339,1987,110.63,2336917,27,0,0
259187,2018-04-28 01:08:55,2006,5867,22.72,2336935,27,0,0
259188,2018-04-28 01:09:25,1884,7307,67.39,2336965,27,0,0
259189,2018-04-28 01:09:53,315,3267,27.29,2336993,27,0,0
259190,2018-04-28 01:10:13,783,9624,27.04,2337013,27,0,0
259191,2018-04-28 01:10:40,2457,1024,106.52,2337040,27,0,0
259192,2018-04-28 01:11:15,789,7469,54.61,2337075,27,0,0
259193,2018-04-28 01:11:41,4402,7160,11.39,2337101,27,0,0
259194,2018-04-28 01:12:20,4503,697,108.78,2337140,27,1,2
259195,2018-04-28 01:12:56,286,666,20.18,2337176,27,0,0
259196,2018-04-28 01:13:50,1571,4811,20.43,2337230,27,0,0
259197,2018-04-28 01:13:52,1765,4128,52.55,2337232,27,0,0
259198,2018-04-28 01:14:29,1686,6543,38.59,2337269,27,0,0
