TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
1600653,2018-09-15 00:00:44,65,4899,7.67,14428844,167,0,0
1600654,2018-09-15 00:00:55,4168,6190,55.11,14428855,167,0,0
1600655,2018-09-15 00:01:09,3386,9949,138.34,14428869,167,0,0
1600656,2018-09-15 00:01:22,4738,5093,9.02,14428882,167,0,0
1600657,2018-09-15 00:01:47,3972,493,17.08,14428907,167,0,0
1600658,2018-09-15 00:02:52,775,5970,20.81,14428972,167,0,0
1600659,2018-09-15 00:05:22,2493,3386,16.04,14429122,167,0,0
1600660,2018-09-15 00:05:52,4612,4709,64.64,14429152,167,0,0
1600661,2018-09-15 00:07:12,1440,2537,34.36,14429232,167,0,0
1600662,2018-09-15 00:09:07,4170,9986,5.55,14429347,167,0,0
1600663,2018-09-15 00:09:33,4229,7562,89.69,14429373,167,0,0
1600664,2018-09-15 00:11:00,900,691,58.06,14429460,167,0,0
1600665,2018-09-15 00:11:05,1230,9612,24.02,14429465,167,0,0
1600666,2018-09-15 00:12:19,3492,1603,9.35,14429539,167,0,0
1600667,2018-09-15 00:12:24,4981,4991,90.12,14429544,167,0,0
1600668,2018-09-15 00:12:36,1288,1926,25.1,14429556,167,0,0
1600669,2018-09-15 00:12:55,3851,6469,67.2,14429575,167,0,0
1600670,2018-09-15 00:12:56,3578,7453,75.5,14429576,167,0,0
1600671,2018-09-15 00:12:59,3806,1498,86.1,14429579,167,0,0
1600672,2018-09-15 00:13:02,3371,5757,15.66,14429582,167,0,0
1600673,2018-09-15 00:13:09,462,418,15.11,14429589,167,0,0
1600674,2018-09-15 00:13:20,2596,435,84.9,14429600,167,0,0
1600675,2018-09-15 00:13:38,4468,1627,34.35,14429618,167,0,0
1600676,2018-09-15 00:14:51,2012,7349,40.27,14429691,167,0,0
1600677,2018-09-15 00:16:31,1664,3214,63.35,14429791,167,0,0
1600678,2018-09-15 00:17:09,3722,6727,60.8,14429829,167,0,0
1600679,2018-09-15 00:18:40,2102,5650,96.83,14429920,167,0,0
1600680,2018-09-15 00:19:24,2888,5245,34.33,14429964,167,0,0
1600681,2018-09-15 00:20:17,1867,9803,45.33,14430017,167,0,0
1600682,2018-09-15 00:20:42,2864,4410,13.19,14430042,167,0,0
1600683,2018-09-15 00:23:06,1834,7977,40.94,14430186,167,0,0
1600684,2018-09-15 00:23:53,1972,3029,14.79,14430233,167,0,0
