TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
652149,2018-06-08 00:00:53,4391,2590,39.03,5875253,68,0,0
652150,2018-06-08 00:01:11,1582,4549,121.79,5875271,68,0,0
652151,2018-06-08 00:01:43,2729,2683,92.69,5875303,68,0,0
652152,2018-06-08 00:04:50,397,8106,80.28,5875490,68,0,0
652153,2018-06-08 00:05:42,58,1969,17.99,5875542,68,0,0
652154,2018-06-08 00:06:03,2300,8118,30.5,5875563,68,0,0
652155,2018-06-08 00:07:40,2473,7065,172.34,5875660,68,0,0
652156,2018-06-08 00:07:40,2108,2149,71.5,5875660,68,0,0
652157,2018-06-08 00:08:36,2309,7340,4.62,5875716,68,0,0
652158,2018-06-08 00:09:50,559,1246,15.02,5875790,68,0,0
652159,2018-06-08 00:10:07,1828,1151,55.79,5875807,68,0,0
652160,2018-06-08 00:10:54,2814,3199,53.04,5875854,68,0,0
652161,2018-06-08 00:11:12,3942,6260,28.13,5875872,68,0,0
652162,2018-06-08 00:11:34,3732,1617,6.59,5875894,68,0,0
652163,2018-06-08 00:12:37,2833,4101,10.77,5875957,68,0,0
652164,2018-06-08 00:13:10,2851,4263,6.46,5875990,68,0,0
652165,2018-06-08 00:13:45,1101,5093,51.44,5876025,68,0,0
652166,2018-06-08 00:15:01,2273,9441,0.28,5876101,68,0,0
652167,2018-06-08 00:15:09,2382,169,85.76,5876109,68,0,0
652168,2018-06-08 00:16:19,1772,5720,132.36,5876179,68,0,0
652169,2018-06-08 00:19:14,3407,8734,82.77,5876354,68,0,0
652170,2018-06-08 00:19:40,4320,2270,67.5,5876380,68,0,0
652171,2018-06-08 00:19:54,2335,722,57.32,5876394,68,0,0
652172,2018-06-08 00:19:55,292,3260,51.29,5876395,68,0,0
652173,2018-06-08 00:20:20,4693,7918,8.51,5876420,68,0,0
652174,2018-06-08 00:23:29,2992,8226,18.42,5876609,68,0,0
652175,2018-06-08 00:23:36,2981,8776,26.52,5876616,68,0,0
652176,2018-06-08 00:23:47,1632,638,77.49,5876627,68,0,0
652177,2018-06-08 00:24:01,1465,5491,53.75,5876641,68,1,2
652178,2018-06-08 00:24:53,2957,4654,107.71,5876693,68,0,0
652179,2018-06-08 00:24:53,2092,6093,68.67,5876693,68,0,0
652180,2018-06-08 00:25:44,361,9682,24.31,5876744,68,0,0
652181,2018-06-08 00:25:59,2931,3511,13.54,5876759,68,0,0
652182,2018-06-08 00:27:30,2060,4915,22.38,5876850,68,0,0
652183,2018-06-08 00:27:54,3177,8727,170.66,5876874,68,0,0
652184,2018-06-08 00:28:07,4454,6118,10.16,5876887,68,0,0
652185,2018-06-08 00:28:08,2228,3022,61.51,5876888,68,0,0
652186,2018-06-08 00:29:50,3987,6428,9.01,5876990,68,0,0
652187,2018-06-08 00:32:12,1747,1142,89.33,5877132,68,0,0
652188,2018-06-08 00:32:28,4549,2720,117.09,5877148,68,0,0
652189,2018-06-08 00:32:34,4390,4915,50.64,5877154,68,0,0
652190,2018-06-08 00:32:56,2883,6325,12.99,5877176,68,0,0
652191,2018-06-08 00:35:16,1254,207,27.07,5877316,68,0,0
652192,2018-06-08 00:35:32,3787,5594,144.36,5877332,68,0,0
652193,2018-06-08 00:35:46,1769,7565,114.21,5877346,68,0,0
652194,2018-06-08 00:37:46,4744,8971,9.61,5877466,68,0,0
652195,2018-06-08 00:37:59,1606,2619,8.12,5877479,68,0,0
652196,2018-06-08 00:38:04,534,5332,19.39,5877484,68,0,0
652197,2018-06-08 00:38:43,651,9677,103.63,5877523,68,0,0
652198,2018-06-08 00:40:03,2829,1872,37.76,5877603,68,0,0
652199,2018-06-08 00:41:37,4722,3502,28.76,5877697,68,0,0
652200,2018-06-08 00:41:41,4733,5819,89.88,5877701,68,0,0
652201,2018-06-08 00:42:01,4567,5072,10.37,5877721,68,0,0
652202,2018-06-08 00:42:07,435,2360,21.44,5877727,68,0,0
652203,2018-06-08 00:42:16,1608,2761,54.87,5877736,68,0,0
652204,2018-06-08 00:43:12,4635,6344,28.19,5877792,68,0,0
652205,2018-06-08 00:44:15,1475,7418,164.29,5877855,68,0,0
652206,2018-06-08 00:44:37,3378,8645,8.38,5877877,68,0,0
652207,2018-06-08 00:47:18,1656,91,71.27,5878038,68,0,0
652208,2018-06-08 00:50:43,2544,2038,11.03,5878243,68,0,0
652209,2018-06-08 00:51:08,1082,9475,7.61,5878268,68,0,0
652210,2018-06-08 00:51:11,955,852,57.78,5878271,68,0,0
652211,2018-06-08 00:51:16,1094,3146,84.01,5878276,68,0,0
652212,2018-06-08 00:52:54,488,3335,2.43,5878374,68,0,0
652213,2018-06-08 00:53:58,3879,1320,30.81,5878438,68,0,0
652214,2018-06-08 00:54:43,4733,6600,68.96,5878483,68,0,0
652215,2018-06-08 00:55:29,199,2116,17.6,5878529,68,0,0
652216,2018-06-08 00:56:09,3901,8047,17.32,5878569,68,0,0
652217,2018-06-08 00:56:31,744,7553,38.76,5878591,68,0,0
652218,2018-06-08 00:57:06,260,8147,73.54,5878626,68,0,0
652219,2018-06-08 00:57:26,3618,1532,63.76,5878646,68,0,0
652220,2018-06-08 00:58:48,273,2455,28.27,5878728,68,0,0
652221,2018-06-08 00:59:09,2053,9628,17.0,5878749,68,0,0
652222,2018-06-08 00:59:28,49,8390,11.28,5878768,68,0,0
652223,2018-06-08 00:59:45,1569,7937,137.54,5878785,68,0,0
652224,2018-06-08 01:00:36,379,1918,31.2,5878836,68,0,0
652225,2018-06-08 01:00:37,3837,1144,78.15,5878837,68,0,0
652226,2018-06-08 01:01:29,2850,8468,74.88,5878889,68,0,0
652227,2018-06-08 01:02:15,2323,2584,53.13,5878935,68,0,0
652228,2018-06-08 01:02:55,4560,7492,51.3,5878975,68,0,0
652229,2018-06-08 01:03:02,352,3118,14.68,5878982,68,0,0
652230,2018-06-08 01:03:40,3602,7619,28.28,5879020,68,0,0
652231,2018-06-08 01:03:41,2475,400,144.51,5879021,68,0,0
652232,2018-06-08 01:05:13,3584,7532,70.23,5879113,68,0,0
652233,2018-06-08 01:05:29,1410,7711,76.89,5879129,68,0,0
652234,2018-06-08 01:05:42,3228,2967,18.33,5879142,68,0,0
652235,2018-06-08 01:06:12,3413,8595,24.71,5879172,68,0,0
652236,2018-06-08 01:07:08,4017,6077,15.85,5879228,68,0,0
652237,2018-06-08 01:07:35,3824,2372,61.91,5879255,68,0,0
652238,2018-06-08 01:08:18,3565,9190,11.45,5879298,68,0,0
652239,2018-06-08 01:08:23,3572,6813,85.08,5879303,68,0,0
652240,2018-06-08 01:08:37,2675,3363,12.08,5879317,68,0,0
652241,2018-06-08 01:08:46,4838,5726,83.18,5879326,68,0,0
652242,2018-06-08 01:09:45,4234,303,23.74,5879385,68,0,0
652243,2018-06-08 01:10:18,3615,4155,22.12,5879418,68,0,0
652244,2018-06-08 01:10:31,2699,7256,57.1,5879431,68,0,0
652245,2018-06-08 01:10:35,4967,3659,10.87,5879435,68,0,0
652246,2018-06-08 01:11:48,164,4510,87.21,5879508,68,0,0
652247,2018-06-08 01:12:46,1854,5644,20.32,5879566,68,0,0
652248,2018-06-08 01:13:04,3910,7668,27.89,5879584,68,0,0
652249,2018-06-08 01:13:37,4978,744,11.82,5879617,68,0,0
652250,2018-06-08 01:13:46,4431,3632,91.95,5879626,68,0,0
652251,2018-06-08 01:13:57,1313,229,114.75,5879637,68,0,0
652252,2018-06-08 01:14:26,2999,2678,266.31,5879666,68,1,1
652253,2018-06-08 01:15:08,2808,3422,85.26,5879708,68,0,0
652254,2018-06-08 01:16:22,795,2442,27.42,5879782,68,0,0
652255,2018-06-08 01:16:25,3651,7082,16.73,5879785,68,1,2
652256,2018-06-08 01:18:47,4847,9292,39.21,5879927,68,0,0
652257,2018-06-08 01:18:57,3189,6584,86.99,5879937,68,0,0
652258,2018-06-08 01:19:12,1107,4205,11.37,5879952,68,0,0
652259,2018-06-08 01:19:34,4243,1868,46.28,5879974,68,0,0
652260,2018-06-08 01:19:46,4099,9867,55.01,5879986,68,0,0
652261,2018-06-08 01:19:48,2397,8324,11.61,5879988,68,0,0
652262,2018-06-08 01:20:26,1171,507,38.41,5880026,68,0,0
652263,2018-06-08 01:20:40,2333,198,47.48,5880040,68,0,0
652264,2018-06-08 01:20:52,1559,87,41.51,5880052,68,0,0
652265,2018-06-08 01:21:04,3547,8709,73.34,5880064,68,0,0
652266,2018-06-08 01:21:11,1075,6847,14.13,5880071,68,0,0
652267,2018-06-08 01:21:24,300,8241,133.11,5880084,68,0,0
652268,2018-06-08 01:21:57,1722,4050,83.97,5880117,68,0,0
652269,2018-06-08 01:22:35,2439,184,16.86,5880155,68,0,0
652270,2018-06-08 01:22:49,955,5339,65.01,5880169,68,0,0
652271,2018-06-08 01:23:04,1336,1236,32.57,5880184,68,0,0
652272,2018-06-08 01:23:43,4346,6337,9.58,5880223,68,0,0
652273,2018-06-08 01:24:11,1242,211,126.62,5880251,68,0,0
652274,2018-06-08 01:24:52,3257,6375,60.68,5880292,68,0,0
652275,2018-06-08 01:25:24,4051,8358,75.87,5880324,68,0,0
652276,2018-06-08 01:25:49,1038,4206,27.94,5880349,68,0,0
652277,2018-06-08 01:26:08,395,5902,103.66,5880368,68,0,0
652278,2018-06-08 01:26:25,1559,3676,39.53,5880385,68,0,0
652279,2018-06-08 01:27:19,4342,7669,30.91,5880439,68,0,0
652280,2018-06-08 01:27:25,2140,9098,40.22,5880445,68,0,0
652281,2018-06-08 01:27:37,4054,8220,5.65,5880457,68,0,0
652282,2018-06-08 01:27:50,4436,7019,19.96,5880470,68,0,0
652283,2018-06-08 01:28:18,1026,4350,58.32,5880498,68,0,0
652284,2018-06-08 01:28:22,288,4383,144.87,5880502,68,0,0
652285,2018-06-08 01:28:29,3053,1613,20.81,5880509,68,0,0
652286,2018-06-08 01:28:33,1583,8163,45.52,5880513,68,0,0
652287,2018-06-08 01:30:06,2952,3507,30.11,5880606,68,0,0
